2220,2129,2220,2090,2220,2220,2090,2090,2090,2090,2220,2090,2109.5,2108.75,2090,2108.75,2121.25,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2158.75,2090,2215,2090,2090,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1840,1760,1620,1530,1540,1530,1410,1410,1400,1400,1400,1400,1530,1530,1530,1530,1500,1500,1500,1500,1730,1730,1530,1730,1730,1730,1730,1730,1730,1730,2000,1760,2000,2030,2050,2000,1870,2080
5月21日,5月22日,5月23日,5月24日,5月25日,5月26日,5月27日,5月28日,5月29日,5月30日,5月31日,6月1日,6月2日,6月3日,6月4日,6月5日,6月6日,6月7日,6月8日,6月9日,6月10日,6月11日,6月12日,6月13日,6月14日,6月15日,6月16日,6月17日,6月18日,6月19日,6月20日,6月21日,6月22日,6月23日,6月24日,6月25日,6月26日,6月27日,6月28日,6月29日,6月30日,7月1日,7月2日,7月3日,7月4日,7月5日,7月6日,7月7日,7月8日,7月9日,7月10日,7月11日,7月12日,7月13日,7月14日,7月15日,7月16日,7月17日,7月18日,7月19日,7月20日,7月21日,7月22日,7月23日,7月24日,7月25日,7月26日,7月27日,7月28日,7月29日,7月30日,7月31日,8月1日,8月2日,8月3日,8月4日,8月5日,8月6日,8月7日,8月8日,8月9日,8月10日,8月11日,8月12日,8月13日,8月14日,8月15日
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
-343,-252,-343,-213,-343,-343,-213,-213,-213,-213,-343,-213,-232.5,-231.75,-213,-231.75,-244.25,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-213,-281.75,-213,-338,-213,-213,117,117,117,117,117,117,117,117,117,117,37,117,257,347,337,347,467,467,477,477,477,477,347,347,347,347,377,377,377,377,147,147,347,147,147,147,147,147,147,147,-123,117,-123,-153,-173,-123,7,-203
